accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate,phase
0.8392857313156128,0.9149945974349976,0.3738200068473816,0.40808171033859253,0.8324275612831116,0.9035980701446533,0.9370648264884949,0.2541104257106781,0.5362318754196167,0.8119122385978699,9.999999747378752e-05,head
0.9114553928375244,0.9671308398246765,0.23475025594234467,0.5765491127967834,0.9130434989929199,0.8818737268447876,0.9552919268608093,0.28563979268074036,0.4760330617427826,0.9028213024139404,9.999999747378752e-05,head
0.9291713833808899,0.9773902893066406,0.19405773282051086,0.6344529390335083,0.9296497702598572,0.8879836797714233,0.9594690203666687,0.262535035610199,0.4905335605144501,0.8934169411659241,9.999999747378752e-05,head
0.9384175539016724,0.9834434390068054,0.1669127196073532,0.6678089499473572,0.9414251446723938,0.9019008874893188,0.9647858142852783,0.23535367846488953,0.5275735259056091,0.8996865153312683,9.999999747378752e-05,head
0.9460403919219971,0.9872918128967285,0.1481185257434845,0.6983314752578735,0.9477657079696655,0.9114053249359131,0.9657982587814331,0.2148331254720688,0.556640625,0.8934169411659241,9.999999747378752e-05,head
0.9521456956863403,0.9898025989532471,0.1332581788301468,0.7235939502716064,0.9556159377098083,0.9039375185966492,0.969611406326294,0.23593300580978394,0.5332103371620178,0.9059560894966125,9.999999747378752e-05,head
0.9574745893478394,0.9920343160629272,0.11983387917280197,0.7468947768211365,0.9622584581375122,0.9012219905853271,0.9640333652496338,0.23944999277591705,0.5258302688598633,0.8934169411659241,9.999999747378752e-05,head
0.9601919651031494,0.9932664632797241,0.11083275824785233,0.7580340504646301,0.9685990214347839,0.9127630591392517,0.9677641987800598,0.21623942255973816,0.56175297498703,0.8840125203132629,9.999999747378752e-05,head
0.9637210369110107,0.9944406151771545,0.10247614234685898,0.7735984921455383,0.9749395847320557,0.9202308058738708,0.9697517156600952,0.20044413208961487,0.5878661274909973,0.8808777332305908,4.999999873689376e-05,head
0.9652032852172852,0.9948734641075134,0.09836123883724213,0.7809178829193115,0.9761473536491394,0.9124236106872559,0.9700421690940857,0.21438874304294586,0.5601577758789062,0.890282154083252,4.999999873689376e-05,head
0.9672501683235168,0.9953560829162598,0.09429396688938141,0.7915851473808289,0.977053165435791,0.9147997498512268,0.9693667888641357,0.20833706855773926,0.5682730674743652,0.8871473073959351,4.999999873689376e-05,head
0.9679559469223022,0.9957661032676697,0.09059934318065643,0.7938875555992126,0.9803743958473206,0.9164969325065613,0.9695195555686951,0.20388203859329224,0.5743380784988403,0.8840125203132629,4.999999873689376e-05,head
0.9692617058753967,0.9961417317390442,0.08758556842803955,0.8011349439620972,0.9803743958473206,0.9202308058738708,0.9700785875320435,0.19461148977279663,0.5874999761581421,0.8840125203132629,2.499999936844688e-05,head
0.9693675637245178,0.9963723421096802,0.08545594662427902,0.8011335730552673,0.9815821051597595,0.9236252307891846,0.9706496000289917,0.18783946335315704,0.6008583903312683,0.8777429461479187,2.499999936844688e-05,head
0.9715555906295776,0.9964730739593506,0.08435117453336716,0.8121574521064758,0.9842995405197144,0.9212491512298584,0.9709473848342896,0.19420425593852997,0.5911949872970581,0.8840125203132629,2.499999936844688e-05,head
0.9714850187301636,0.996575653553009,0.08300228416919708,0.812687337398529,0.9824879169464111,0.9178547263145447,0.9707850813865662,0.19828055799007416,0.5787321329116821,0.8871473073959351,2.499999936844688e-05,head
0.9720497131347656,0.996733546257019,0.08126984536647797,0.8151575922966003,0.9839975833892822,0.9205702543258667,0.9709282517433167,0.1952987015247345,0.5883575677871704,0.8871473073959351,2.499999936844688e-05,head
0.9722261428833008,0.9968239068984985,0.08006803691387177,0.8158618807792664,0.9846014380455017,0.9256619215011597,0.9705827832221985,0.1874738186597824,0.6086956262588501,0.8777429461479187,1.249999968422344e-05,head
0.9727907776832581,0.9968651533126831,0.07973110675811768,0.8186606764793396,0.9855072498321533,0.9226069450378418,0.9711854457855225,0.1944163292646408,0.5957894921302795,0.8871473073959351,1.249999968422344e-05,head
0.972720205783844,0.9969708919525146,0.07850087434053421,0.8179313540458679,0.9861111044883728,0.9283774495124817,0.9708578586578369,0.18541724979877472,0.6194690465927124,0.8777429461479187,1.249999968422344e-05,head
0.9736377596855164,0.9970470070838928,0.07815459370613098,0.8237818479537964,0.9852052927017212,0.9253224730491638,0.9713643193244934,0.19038993120193481,0.6064516305923462,0.8840125203132629,1.249999968422344e-05,head
0.9739906787872314,0.9971389174461365,0.07708235085010529,0.8258668780326843,0.9852052927017212,0.9293957948684692,0.97090083360672,0.1830272227525711,0.6236079931259155,0.8777429461479187,1.249999968422344e-05,head
0.9734613299369812,0.9971803426742554,0.07645417004823685,0.823069155216217,0.9846014380455017,0.924983024597168,0.9711007475852966,0.1906426101922989,0.6056034564971924,0.8808777332305908,1.249999968422344e-05,head
