accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate,phase
0.8392869830131531,0.9131487011909485,0.38130152225494385,0.4093860685825348,0.8365500569343567,0.8673537373542786,0.7902628183364868,0.34438249468803406,0.3975609838962555,0.5174603462219238,9.999999747378752e-05,head
0.9175567626953125,0.9703142642974854,0.22270551323890686,0.5969297289848328,0.9146562218666077,0.8474069237709045,0.800865888595581,0.3631242513656616,0.353658527135849,0.5523809790611267,9.999999747378752e-05,head
0.9350286722183228,0.9808031916618347,0.1787968873977661,0.6565741896629333,0.9351628422737122,0.8713430762290955,0.7964712381362915,0.33446067571640015,0.40816327929496765,0.5079365372657776,9.999999747378752e-05,head
0.9443304538726807,0.9861076474189758,0.15406619012355804,0.6927844285964966,0.9439083337783813,0.8796542286872864,0.7947930693626404,0.3284223675727844,0.4318840503692627,0.4730158746242523,9.999999747378752e-05,head
0.9524651765823364,0.9896097779273987,0.13423828780651093,0.7264584302902222,0.9538600444793701,0.8730053305625916,0.8043869733810425,0.3358728289604187,0.4120734930038452,0.49841269850730896,9.999999747378752e-05,head
0.9577704071998596,0.9918125867843628,0.11992333084344864,0.7504721283912659,0.9586851596832275,0.8896276354789734,0.7972308993339539,0.32079675793647766,0.4730158746242523,0.4730158746242523,9.999999747378752e-05,head
0.9605998396873474,0.9937565922737122,0.10752303153276443,0.7626431584358215,0.9641134142875671,0.8873005509376526,0.8013579845428467,0.32990220189094543,0.4642857015132904,0.4952380955219269,9.999999747378752e-05,head
0.9649501442909241,0.9949642419815063,0.09762556850910187,0.7816815972328186,0.9728588461875916,0.8956117033958435,0.7975633144378662,0.32622143626213074,0.5017668008804321,0.45079365372657776,9.999999747378752e-05,head
0.9680979251861572,0.9957227110862732,0.0908174216747284,0.7983193397521973,0.9740651249885559,0.894946813583374,0.8000825643539429,0.33032137155532837,0.4983164966106415,0.46984127163887024,9.999999747378752e-05,head
0.9703260660171509,0.9963578581809998,0.08515364676713943,0.808468222618103,0.9788902401924133,0.8926196694374084,0.7973948121070862,0.33326655626296997,0.4868420958518982,0.46984127163887024,4.999999873689376e-05,head
0.9720591306686401,0.9967904686927795,0.08064814656972885,0.8168590068817139,0.9819059371948242,0.904920220375061,0.7969927787780762,0.3266380727291107,0.5543071031570435,0.46984127163887024,4.999999873689376e-05,head
0.9731909036636353,0.9970887899398804,0.07717224955558777,0.8241257071495056,0.9806996583938599,0.899268627166748,0.797985315322876,0.3316010534763336,0.5211267471313477,0.46984127163887024,4.999999873689376e-05,head
0.9754545092582703,0.9973042607307434,0.0747353583574295,0.8356375098228455,0.9843184351921082,0.8939494490623474,0.805341362953186,0.3346673548221588,0.4935064911842346,0.48253968358039856,2.499999936844688e-05,head
0.8962651491165161,0.9393007159233093,0.3307372033596039,0.5369619727134705,0.8389626145362854,0.8513962626457214,0.8533463478088379,0.37108737230300903,0.3782287836074829,0.6507936716079712,9.999999747378752e-06,fine_tuning
0.8985640406608582,0.9590827822685242,0.26329711079597473,0.5409656167030334,0.8920385837554932,0.865026593208313,0.8502172231674194,0.3489570915699005,0.4073319733142853,0.6349206566810608,9.999999747378752e-06,fine_tuning
0.9080780744552612,0.9654903411865234,0.2402629405260086,0.5680394768714905,0.9025934934616089,0.8700132966041565,0.8491173386573792,0.3416050374507904,0.417391300201416,0.6095238327980042,9.999999747378752e-06,fine_tuning
0.9164957404136658,0.9699763059616089,0.22358547151088715,0.593903660774231,0.9107358455657959,0.8716755509376526,0.8488450646400452,0.340702623128891,0.42197802662849426,0.6095238327980042,4.999999873689376e-06,fine_tuning
0.9164603352546692,0.9712087512016296,0.21753264963626862,0.5927654504776001,0.9191797375679016,0.8756648898124695,0.8469153046607971,0.33556464314460754,0.4337078630924225,0.6126984357833862,4.999999873689376e-06,fine_tuning
0.9203155040740967,0.972256600856781,0.213769793510437,0.6059820652008057,0.9164656400680542,0.8740026354789734,0.847019612789154,0.3370037078857422,0.4292035400867462,0.6158730387687683,4.999999873689376e-06,fine_tuning
0.9226851463317871,0.9744833707809448,0.2058485448360443,0.6140492558479309,0.9173703193664551,0.8766622543334961,0.8490849137306213,0.33479318022727966,0.4377777874469757,0.6253968477249146,2.499999936844688e-06,fine_tuning
