threshold,backend,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
0.5,float32,0.919617156307295,0.022320815097740653,0.6223393720183183,0.1082334233128367,0.7205355284211981,0.14614207210542288,0.6649677812192161,0.11497605750745556,0.9207015241839922,0.05113740361892124
0.5,int8,0.9169605332387493,0.022257972188156623,0.6076257502912898,0.10529588881400603,0.7340147737826767,0.140785410743474,0.6622370484922728,0.11083776998395159,0.921477099607273,0.051264456741457576
0.8,float32,0.9358832105634193,0.02113928090062299,0.773722680694626,0.07254945320758618,0.6051351902121211,0.16886753295565038,0.6718362439172886,0.13224691262745206,0.9207015241839922,0.05113740361892124
0.8,int8,0.9353825971929904,0.02017831786088884,0.7644528537272881,0.07082969940445288,0.6109535701377063,0.1656349431429548,0.6722295996794501,0.12839188073242086,0.921477099607273,0.051264456741457576
